cod_ga,program,subtitle,claim,type_course,name_type_course,state,start,end,duration,hours,price,cand_fee,format,ceus,idioma,language,dscto_header,dscto_footer,end_dscto,hubs,    round_1 ,    round_2,    round_3,    price_r1,price_r2,price_r3,holiday,img_home,url_web,url_landing,call,brochure,url_pay,cod_pay
CMO,Chief Marketing Officer Program,,,cxo,Blended,A,29/06/2023,,6 meses,,12.500€,,Online y presencial,,Español,es-ES,Plazas limitadas. Inscríbete ahora,a un solo paso de dar el gran salto en tu carrera profesional,,,,,,,,,,,,,,https://3391024.fs1.hubspotusercontent-na1.net/hubfs/3391024/ESIC/Folleto/ESIC-CXO-CMO%20Brochure.pdf,,
